,Nme of book,Price,Rating stars,Rating count,Link to the book
1337,"Data Science Projects with Python: A case study approach to gaining valuable insights from real data with machine learning, 2nd Edition",36.99,4.6 out of 5 stars,49,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDgzNTI1OTA1ODU4Mzc2OjE2NjI0MTU0NjA6c3BfbXRmOjIwMDA4MzI0MzYxMzM3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FData-Science-Projects-Python-approach%2Fdp%2F1800564481%2Fref%3Dsr_1_978_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415460%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-978-spons%26psc%3D1
1338,"Entertainment Science: Data Analytics and Practical Theory for Movies, Games, Books, and Music",80.07,3.9 out of 5 stars,11,https://www.amazon.com/Entertainment-Science-Analytics-Practical-Theory/dp/3319892908/ref=sr_1_979?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415460&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-979
1339,Data Science: Career of the Future: Earn $100K a year in any industry,11.99,5.0 out of 5 stars,8,https://www.amazon.com/Data-Science-Career-Future-industry/dp/B091CRDBSQ/ref=sr_1_980?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415460&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-980
1340,DATA SCIENCE: Simple and Effective Tips and Tricks to Learn Data Science,0.00,3.9 out of 5 stars,6,https://www.amazon.com/DATA-SCIENCE-Simple-Effective-Science-ebook/dp/B08GL48SVY/ref=sr_1_981?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415460&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-981
1341,"Business Intelligence & Data Warehousing Simplified: 500 Questions, Answers, & Tips",35.95,3.8 out of 5 stars,10,https://www.amazon.com/Business-Intelligence-Data-Warehousing-Simplified/dp/1936420325/ref=sr_1_982?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415460&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-982
1342,Remote Sensing and GIS for Ecologists: Using Open Source Software (Data in the Wild),45.00,4.6 out of 5 stars,47,https://www.amazon.com/Remote-Sensing-GIS-Ecologists-Software/dp/1784270229/ref=sr_1_983?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415460&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-983
1343,Practical Bioinformatics for Beginners: From Raw Sequence Analysis to Machine Learning Applications,98.00,0,0,https://www.amazon.com/Practical-Bioinformatics-Beginners-Sequence-Applications/dp/9811258988/ref=sr_1_984?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415460&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-984
1344,Bottlenecks: Aligning UX Design with User Psychology,37.99,4.5 out of 5 stars,82,https://www.amazon.com/Bottlenecks-Aligning-Design-User-Psychology/dp/1484225791/ref=sr_1_985?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415460&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-985
1345,"Patterns, Predictions, and Actions: Foundations of Machine Learning",49.99,0,0,https://www.amazon.com/Patterns-Predictions-Actions-Foundations-Learning/dp/069123373X/ref=sr_1_986?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415460&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-986
1346,ProQuest Statistical Abstract of the United States 2020: The National Data Book,28.05,4.4 out of 5 stars,6,https://www.amazon.com/ProQuest-Statistical-Abstract-United-States/dp/1641433922/ref=sr_1_987?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415460&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-987
1347,Data Analytics with R: A hands-on approach,44.95,4.7 out of 5 stars,11,https://www.amazon.com/Data-Analytics-R-hands-approach/dp/1941773028/ref=sr_1_988?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415460&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-988
1348,Hands-On Machine Learning for Cybersecurity: Safeguard your system by making your machines intelligent using the Python ecosystem,44.99,3.8 out of 5 stars,18,https://www.amazon.com/Hands-Machine-Learning-Cybersecurity-intelligent/dp/1788992288/ref=sr_1_989?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415460&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-989
1349,The Data Engineering Cookbook: Mastering The Plumbing Of Data Science,0.00,0,0,https://www.amazon.com/Data-Engineering-Cookbook-Mastering-Plumbing-ebook/dp/B0B197N313/ref=sr_1_990?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415460&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-990
1350,Build a Career in Data Science,32.22,4.7 out of 5 stars,92,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDgzNTI1OTA1ODU4Mzc2OjE2NjI0MTU0NjA6c3BfYnRmOjIwMDAzODM5NzE3NzQ0MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FBuild-Career-Science-Jacqueline-Nolis%2Fdp%2F1617296244%2Fref%3Dsr_1_991_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415460%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-991-spons%26psc%3D1
1351,"SQL FOR BEGINNERS: THE FUNDAMENTAL LANGUAGE FOR DATA SCIENCE TO MASTERING DATABASES. AN ESSENTIAL GUIDE YOU CAN’T MISS TO LEARN SQL IN 7 DAYS OR LESS, WITH HANDS-ON PROJECTS.",13.99,3.9 out of 5 stars,19,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDgzNTI1OTA1ODU4Mzc2OjE2NjI0MTU0NjA6c3BfYnRmOjIwMDA0NTkzNDYwODUxMTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FSQL-BEGINNERS-FUNDAMENTAL-DATABASES-HANDS%2Fdp%2FB08KGT7GG2%2Fref%3Dsr_1_992_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415460%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-992-spons%26psc%3D1
1352,"The Data Integration Guide: How to design, deliver, deploy, and sustain efficient data integration solutions in your information system",19.99,5.0 out of 5 stars,5,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MDgzNTI1OTA1ODU4Mzc2OjE2NjI0MTU0NjA6c3BfYnRmOjIwMDA2ODk5MjY3Mzk5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FData-Integration-Guide-integration-information%2Fdp%2FB0B45L3S2Q%2Fref%3Dsr_1_993_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415460%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-993-spons%26psc%3D1
1353,Python GUI Programming with PyQt: A Beginner’s Guide to Python 3 and GUI Application Development,9.95,4.1 out of 5 stars,21,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NTIwMDY1NjYyMDkyNDA0OjE2NjI0MTU0NzM6c3BfYXRmX25leHQ6MjAwMDI0MDM5NDYwMzYxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FPython-GUI-Programming-PyQt-Application%2Fdp%2F1650440715%2Fref%3Dsr_1_985_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415473%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-985-spons%26psc%3D1
1354,Excel 2022: Dominate Microsoft Excel & Master the 101 Most Popular Formulas from Scratch | Become a Pro in 5 Minutes a Day with Practical and Step-by-Step Tutorials,6.95,4.8 out of 5 stars,112,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NTIwMDY1NjYyMDkyNDA0OjE2NjI0MTU0NzM6c3BfYXRmX25leHQ6MjAwMDg0ODU3OTE5NDk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FExcel-2022-Microsoft-Step-Step%2Fdp%2FB0B6LBBGXK%2Fref%3Dsr_1_986_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415473%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-986-spons%26psc%3D1
1355,Python: Programming Basics for Absolute Beginners (Step-By-Step Python),16.38,4.0 out of 5 stars,183,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NTIwMDY1NjYyMDkyNDA0OjE2NjI0MTU0NzM6c3BfYXRmX25leHQ6MjAwMDU4NjQwNTAyOTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FPython-Programming-Beginners-Step-Step%2Fdp%2F1987518977%2Fref%3Dsr_1_987_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415473%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-987-spons%26psc%3D1
1356,People Skills for Analytical Thinkers: Boost Your Communication and Advance Your Career - and Life,18.99,4.5 out of 5 stars,187,https://www.amazon.com/People-Skills-Analytical-Thinkers-Communication/dp/9090336982/ref=sr_1_988?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-988
1357,Ultimate GDPR Practitioner Guide (2nd Edition): Demystifying Privacy & Data Protection,24.85,4.4 out of 5 stars,102,https://www.amazon.com/Ultimate-GDPR-Practitioner-Guide-2nd/dp/1999827236/ref=sr_1_989?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-989
1358,Data For Executives: How to influence stakeholders and achieve success,29.95,4.0 out of 5 stars,2,https://www.amazon.com/Data-Executives-influence-stakeholders-achieve/dp/1735843105/ref=sr_1_990?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-990
1359,Introduction to Data Visualization & Storytelling: A Guide For The Data Scientist (Visual Thinking),9.99,4.2 out of 5 stars,102,https://www.amazon.com/Introduction-Data-Visualization-Storytelling-Scientist/dp/1085827836/ref=sr_1_991?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-991
1360,"Python Machine Learning: The Ultimate and Complete Guide for Beginners on Data Science and Machine Learning with Python (Learning Technology, Principles, and Applications)",4.15,4.8 out of 5 stars,6,https://www.amazon.com/Python-Machine-Learning-Technology-Applications/dp/1691523208/ref=sr_1_992?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-992
1361,"50 Uncommon Quiz Problems In AP/GT Computer Science For High Schools Vol-01: (Data Structures - Algorithms, JavaScript Arrays, And Boolean Logic) (Uncommon ... Computer Science For High School Book 1)",0.00,5.0 out of 5 stars,3,https://www.amazon.com/Uncommon-Problems-Computer-Science-Schools-ebook/dp/B09SQBHYWJ/ref=sr_1_993?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-993
1362,Python Programming: The Ultimate Beginners Guide to Learn Python Programming Step-by-Step (Computer Programming),0.00,4.5 out of 5 stars,36,https://www.amazon.com/Python-Programming-Beginners-Step-Step-ebook/dp/B09NWD7K3D/ref=sr_1_994?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-994
1363,Introduction to Statistics and Data Analysis,22.49,4.5 out of 5 stars,52,https://www.amazon.com/Introduction-Statistics-Data-Analysis-Roxy/dp/1305115341/ref=sr_1_995?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-995
1364,No bullshit guide to linear algebra,25.82,4.5 out of 5 stars,176,https://www.amazon.com/No-bullshit-guide-linear-algebra/dp/0992001021/ref=sr_1_996?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-996
1365,Bayesian Data Analysis for the Behavioral and Neural Sciences,48.19,4.0 out of 5 stars,3,https://www.amazon.com/Bayesian-Analysis-Behavioral-Neural-Sciences/dp/1108812902/ref=sr_1_997?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-997
1366,Getting to Know ArcGIS Desktop,20.00,4.6 out of 5 stars,368,https://www.amazon.com/Getting-Know-ArcGIS-10-3-10-3-1/dp/1589485106/ref=sr_1_998?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-998
1367,Data Lineage from a Business Perspective,60.00,3.9 out of 5 stars,3,https://www.amazon.com/Lineage-Business-Perspective-Irina-Steenbeek/dp/B09HFSN9NC/ref=sr_1_999?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-999
1368,Algebra Part 1 (Quickstudy Reference Guides - Academic),6.95,4.7 out of 5 stars,"2,095",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NTIwMDY1NjYyMDkyNDA0OjE2NjI0MTU0NzM6c3BfbXRmOjIwMDA0OTI3NzgwMjg5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FAlgebra-Part-Quickstudy-Reference-Guides%2Fdp%2F1572227354%2Fref%3Dsr_1_1000_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415473%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1000-spons%26psc%3D1
1369,Leadership: How Legendary Leaders Speak: 451 Proven Communication Strategies of the World's Top Leaders (Speak for Success),20.69,4.6 out of 5 stars,252,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NTIwMDY1NjYyMDkyNDA0OjE2NjI0MTU0NzM6c3BfbXRmOjIwMDAzMjA2NDA0MDE1MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FLeadershipHow-Legendary-Leaders-Speak451-Proven-Communication-Strategies-of-the-Worlds-Top-Leaders-Speak-for-Success%2Fdp%2FB086PPJBXF%2Fref%3Dsr_1_1001_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415473%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1001-spons%26psc%3D1
1370,Excel 2022: The Most Updated Step-by-Step Guide with Tutorials and Practical Examples from Scratch. Discover All the Functions and Formulas to Become a Master in Less than 7 Days + Secret BONUS,15.95,4.2 out of 5 stars,102,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NTIwMDY1NjYyMDkyNDA0OjE2NjI0MTU0NzM6c3BfbXRmOjIwMDA1NjMxMTQwNDE5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FExcel-2022-Step-Step-Tutorials%2Fdp%2FB09YDG1XJD%2Fref%3Dsr_1_1002_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415473%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1002-spons%26psc%3D1
1371,Practical Statistics for Data Scientists: 50 Essential Concepts,0,4.5 out of 5 stars,399,https://www.amazon.com/Practical-Statistics-Data-Scientists-Essential/dp/1491952962/ref=sr_1_1003?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1003
1372,Computer Science Principles: The Foundational Concepts of Computer Science,14.55,4.3 out of 5 stars,331,https://www.amazon.com/Computer-Science-Principles-Foundational-Concepts/dp/1734554932/ref=sr_1_1004?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1004
1373,Data Structures Featuring C++ A Programmer's Perspective: Data Structures in C++,34.95,2.6 out of 5 stars,16,https://www.amazon.com/Data-Structures-Featuring-Programmers-Perspective/dp/0989095908/ref=sr_1_1005?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1005
1374,Analyzing Complex Survey Data (Quantitative Applications in the Social Sciences),30.00,2.9 out of 5 stars,3,https://www.amazon.com/Analyzing-Complex-Quantitative-Applications-Sciences/dp/0761930388/ref=sr_1_1006?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1006
1375,Research Basics: Design to Data Analysis in Six Steps,29.99,4.6 out of 5 stars,27,https://www.amazon.com/Research-Basics-Design-Analysis-Steps/dp/1483387216/ref=sr_1_1007?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1007
1376,Introduction to Functional Data Analysis (Chapman & Hall/CRC Texts in Statistical Science),53.03,3.8 out of 5 stars,11,https://www.amazon.com/Introduction-Functional-Analysis-Chapman-Statistical/dp/1032096594/ref=sr_1_1008?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1008
1377,"DATA FABRIC: A HANDBOOK FOR CONSULTANT, DATA DATA ENTHUSIAST AND SOFTWARE PROFESSIONALS",5.99,3.0 out of 5 stars,2,https://www.amazon.com/DATA-FABRIC-CONSULTANT-ENTHUSIAST-PROFESSIONALS/dp/B09NWKRNWS/ref=sr_1_1009?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1009
1378,The SAGE Handbook of Qualitative Data Analysis,136.91,4.8 out of 5 stars,13,https://www.amazon.com/SAGE-Handbook-Qualitative-Data-Analysis/dp/1446208982/ref=sr_1_1010?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1010
1379,Data Reduction and Error Analysis for the Physical Science,0,5.0 out of 5 stars,3,https://www.amazon.com/Reduction-Error-Analysis-Physical-Sciences/dp/0070051356/ref=sr_1_1011?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1011
1380,Machine Learning and Security: Protecting Systems with Data and Algorithms,44.49,4.5 out of 5 stars,44,https://www.amazon.com/Machine-Learning-Security-Protecting-Algorithms/dp/1491979909/ref=sr_1_1012?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1012
1381,Modeling Techniques In Predictive Analytics With Python And R: A Guide To Data Science,0,4.2 out of 5 stars,41,https://www.amazon.com/Modeling-Techniques-Predictive-Analytics-Python/dp/9353065739/ref=sr_1_1013?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1013
1382,Grokking Artificial Intelligence Algorithms: Understand and apply the core algorithms of deep learning and artificial intelligence in this friendly illustrated guide including exercises and examples,56.85,4.5 out of 5 stars,23,https://www.amazon.com/Grokking-Artificial-Intelligence-Algorithms-Hurbans/dp/161729618X/ref=sr_1_1014?crid=3RJJC3J5VZT3C&keywords=Data+science+books&qid=1662415473&refinements=p_n_feature_nine_browse-bin%3A3291437011&rnid=3291435011&s=books&sprefix=data+science+books%2Caps%2C219&sr=1-1014
1383,"Trial, Error, and Success: 10 Insights into Realistic Knowledge, Thinking, and Emotional Intelligence",18.11,4.4 out of 5 stars,41,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NTIwMDY1NjYyMDkyNDA0OjE2NjI0MTU0NzM6c3BfYnRmOjIwMDA0NTQ4MTM5ODA5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FTrial-Error-Success-Realistic-Intelligence%2Fdp%2F1735617482%2Fref%3Dsr_1_1015_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415473%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1015-spons%26psc%3D1
1384,"Hacking Network Protocols: Complete Guide about Hacking, Scripting and Security of Computer Systems and Networks.",19.95,3.8 out of 5 stars,23,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NTIwMDY1NjYyMDkyNDA0OjE2NjI0MTU0NzM6c3BfYnRmOjIwMDAzMjcxNTM1NDYyMTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FHacking-Network-Protocols-Scripting-Networks%2Fdp%2FB08FNK8VXL%2Fref%3Dsr_1_1016_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415473%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1016-spons%26psc%3D1
1385,Pre-Algebra (Quickstudy Reference Guides - Academic),6.95,4.7 out of 5 stars,634,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NTIwMDY1NjYyMDkyNDA0OjE2NjI0MTU0NzM6c3BfYnRmOjIwMDA0OTI3NzgwMzU5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FPre-Algebra-Quickstudy-Reference-Guides-Academic%2Fdp%2F1572227265%2Fref%3Dsr_1_1017_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415473%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1017-spons%26psc%3D1
1386,Building Big Data Pipelines with Apache Beam: Use a single programming model for both batch and stream data processing,46.99,3.9 out of 5 stars,11,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMTQ4NDkxMzk3NDIxOTY1OjE2NjI0MTU0OTg6c3BfYXRmX25leHQ6MjAwMDM3MTQxMzU2OTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FBuilding-Data-Pipelines-Apache-Beam%2Fdp%2F1800564937%2Fref%3Dsr_1_1009_sspa%3Fcrid%3D3RJJC3J5VZT3C%26keywords%3DData%2Bscience%2Bbooks%26qid%3D1662415498%26refinements%3Dp_n_feature_nine_browse-bin%253A3291437011%26rnid%3D3291435011%26s%3Dbooks%26sprefix%3Ddata%2Bscience%2Bbooks%252Caps%252C219%26sr%3D1-1009-spons%26psc%3D1
